1
132.00,109.00,85.00,99.00
141.00,142.00,85.00,99.00
175.00,145.00,85.00,99.00
2
0
0
0
0
1
119.00,117.00,85.00,99.00
118.00,117.00,85.00,99.00
117.00,117.00,85.00,99.00
116.00,118.00,85.00,99.00
114.00,119.00,85.00,99.00
111.00,120.00,85.00,99.00
109.00,121.00,85.00,99.00
106.00,122.00,85.00,99.00
103.00,123.00,85.00,99.00
100.00,124.00,85.00,99.00
97.00,123.00,85.00,99.00
95.00,122.00,85.00,99.00
73.00,73.00,85.00,99.00
86.00,67.00,85.00,99.00
87.00,66.00,85.00,99.00
87.00,66.00,85.00,99.00
87.00,65.00,85.00,99.00
87.00,64.00,85.00,99.00
87.00,63.00,85.00,99.00
86.00,62.00,85.00,99.00
86.00,60.00,85.00,99.00
86.00,60.00,85.00,99.00
86.00,60.00,85.00,99.00
86.00,59.00,85.00,99.00
86.00,60.00,85.00,99.00
87.00,59.00,85.00,99.00
88.00,59.00,85.00,99.00
88.00,59.00,85.00,99.00
89.00,59.00,85.00,99.00
91.00,59.00,85.00,99.00
92.00,59.00,85.00,99.00
94.00,59.00,85.00,99.00
96.00,59.00,85.00,99.00
98.00,59.00,85.00,99.00
101.00,58.00,85.00,99.00
103.00,58.00,85.00,99.00
106.00,58.00,85.00,99.00
108.00,58.00,85.00,99.00
110.00,58.00,85.00,99.00
112.00,58.00,85.00,99.00
114.00,58.00,85.00,99.00
116.00,58.00,85.00,99.00
118.00,59.00,85.00,99.00
120.00,59.00,85.00,99.00
122.00,60.00,85.00,99.00
123.00,61.00,85.00,99.00
124.00,62.00,85.00,99.00
125.00,63.00,85.00,99.00
126.00,64.00,85.00,99.00
126.00,66.00,85.00,99.00
127.00,67.00,85.00,99.00
128.00,69.00,85.00,99.00
129.00,69.00,85.00,99.00
130.00,69.00,85.00,99.00
130.00,69.00,85.00,99.00
131.00,70.00,85.00,99.00
131.00,70.00,85.00,99.00
132.00,70.00,85.00,99.00
133.00,71.00,85.00,99.00
133.00,71.00,85.00,99.00
134.00,71.00,85.00,99.00
134.00,70.00,85.00,99.00
135.00,69.00,85.00,99.00
135.00,69.00,85.00,99.00
135.00,69.00,85.00,99.00
135.00,69.00,85.00,99.00
134.00,69.00,85.00,99.00
133.00,69.00,85.00,99.00
132.00,69.00,85.00,99.00
131.00,69.00,85.00,99.00
130.00,69.00,85.00,99.00
129.00,69.00,85.00,99.00
128.00,69.00,85.00,99.00
127.00,68.00,85.00,99.00
126.00,69.00,85.00,99.00
125.00,66.00,85.00,99.00
142.00,116.00,85.00,99.00
169.00,103.00,85.00,99.00
201.00,133.00,85.00,99.00
199.00,135.00,85.00,99.00
