1
256.00,163.00,57.00,36.00
256.00,163.00,57.00,36.00
255.00,162.00,57.00,36.00
254.00,162.00,57.00,36.00
254.00,162.00,57.00,36.00
253.00,162.00,57.00,36.00
253.00,162.00,57.00,36.00
252.00,162.00,57.00,36.00
250.00,161.00,57.00,36.00
250.00,161.00,57.00,36.00
249.00,161.00,57.00,36.00
249.00,161.00,57.00,36.00
249.00,161.00,57.00,36.00
249.00,161.00,57.00,36.00
248.00,160.00,57.00,36.00
247.00,160.00,57.00,36.00
247.00,160.00,57.00,36.00
247.00,160.00,57.00,36.00
247.00,160.00,57.00,36.00
246.00,159.00,57.00,36.00
246.00,159.00,57.00,36.00
245.00,159.00,57.00,36.00
240.00,159.00,57.00,36.00
240.00,159.00,57.00,36.00
239.00,159.00,57.00,36.00
239.00,159.00,57.00,36.00
238.00,158.00,57.00,36.00
237.00,158.00,57.00,36.00
237.00,158.00,57.00,36.00
237.00,158.00,57.00,36.00
236.00,157.00,57.00,36.00
235.00,157.00,57.00,36.00
235.00,157.00,57.00,36.00
235.00,157.00,57.00,36.00
234.00,156.00,57.00,36.00
233.00,156.00,57.00,36.00
233.00,156.00,57.00,36.00
233.00,156.00,57.00,36.00
232.00,155.00,57.00,36.00
232.00,155.00,57.00,36.00
231.00,155.00,57.00,36.00
231.00,155.00,57.00,36.00
231.00,155.00,57.00,36.00
230.00,154.00,57.00,36.00
230.00,154.00,57.00,36.00
230.00,154.00,57.00,36.00
229.00,154.00,57.00,36.00
230.00,154.00,57.00,36.00
230.00,154.00,57.00,36.00
228.00,153.00,57.00,36.00
228.00,153.00,57.00,36.00
228.00,153.00,57.00,36.00
228.00,153.00,57.00,36.00
228.00,153.00,57.00,36.00
226.00,152.00,57.00,36.00
226.00,152.00,57.00,36.00
226.00,152.00,57.00,36.00
226.00,152.00,57.00,36.00
225.00,152.00,57.00,36.00
224.00,151.00,57.00,36.00
223.00,151.00,57.00,36.00
223.00,151.00,57.00,36.00
223.00,151.00,57.00,36.00
223.00,151.00,57.00,36.00
222.00,151.00,57.00,36.00
222.00,150.00,57.00,36.00
227.00,152.00,57.00,36.00
227.00,152.00,57.00,36.00
221.00,150.00,57.00,36.00
221.00,150.00,57.00,36.00
216.00,149.00,57.00,36.00
219.00,149.00,57.00,36.00
219.00,149.00,57.00,36.00
219.00,149.00,57.00,36.00
219.00,149.00,57.00,36.00
217.00,148.00,57.00,36.00
218.00,148.00,57.00,36.00
218.00,148.00,57.00,36.00
218.00,148.00,57.00,36.00
217.00,148.00,57.00,36.00
222.00,147.00,57.00,36.00
222.00,147.00,57.00,36.00
213.00,146.00,57.00,36.00
213.00,146.00,57.00,36.00
212.00,146.00,57.00,36.00
212.00,146.00,57.00,36.00
221.00,146.00,57.00,36.00
221.00,146.00,57.00,36.00
211.00,145.00,57.00,36.00
211.00,145.00,57.00,36.00
211.00,145.00,57.00,36.00
211.00,145.00,57.00,36.00
221.00,145.00,57.00,36.00
211.00,144.00,57.00,36.00
211.00,144.00,57.00,36.00
211.00,144.00,57.00,36.00
211.00,144.00,57.00,36.00
212.00,144.00,57.00,36.00
212.00,144.00,57.00,36.00
212.00,144.00,57.00,36.00
211.00,143.00,57.00,36.00
211.00,143.00,57.00,36.00
211.00,143.00,57.00,36.00
211.00,143.00,57.00,36.00
204.00,142.00,57.00,36.00
204.00,142.00,57.00,36.00
204.00,142.00,57.00,36.00
204.00,142.00,57.00,36.00
205.00,142.00,57.00,36.00
204.00,142.00,57.00,36.00
204.00,142.00,57.00,36.00
204.00,142.00,57.00,36.00
217.00,142.00,57.00,36.00
219.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
217.00,142.00,57.00,36.00
221.00,142.00,57.00,36.00
217.00,141.00,57.00,36.00
219.00,141.00,57.00,36.00
219.00,141.00,57.00,36.00
219.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
217.00,141.00,57.00,36.00
